#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4Na_1_rus,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
11894,UA7304009004,Koshuliany,Кошуляни,Кошуляны,сільські населені пункти (СНП),,UA7304009,Mamalyhivska,Мамалигівська,Мамалыговская,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1141,Census 2001,26.57785176,48.24971403,1,1141
11912,UA4614011002,Krakovets,Краковець,Краковец,селища міського типу (СМТ),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,1121,Census 2001,23.15849793,49.96178728,1,1121
11958,UA5104023009,Krasna Kosa,Красна Коса,Красная Коса,сільські населені пункти (СНП),центр сільської ОТГ,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,1015,Census 2001,30.0931732,46.33449265,1,1015
12039,UA0706027009,Krasnovolia,Красноволя,Красноволя,сільські населені пункти (СНП),,UA0706027,Liubomlska,Любомльська,Любомльская,міська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,121,Census 2001,23.98052124,51.22828334,1,121
12177,UA0508013006,Kreminne,Кремінне,Кременное,сільські населені пункти (СНП),,UA0508013,Yaryshivska,Яришівська,Ярышевская,сільська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,623,Census 2001,27.6006723,48.46390549,1,623
12195,UA0702009005,Krechiv,Кречів,Кречев,сільські населені пункти (СНП),,UA0702009,Lytovezka,Литовезька,Литовежская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,310,Census 2001,24.09238571,50.68078217,1,310
12196,UA2108013003,Kryva,Крива,Крива,сільські населені пункти (СНП),,UA2108013,Teresvianska,Тересвянська,Тересвянская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,3024,Census 2001,23.71010527,48.02496187,1,3024
12266,UA4614003024,Kryviaky,Крив'яки,Кривяки,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,252,Census 2001,23.136553,49.85055295,1,252
12361,UA0508003008,Krychanivka,Кричанівка,Кричановка,сільські населені пункти (СНП),,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,661,Census 2001,27.85330326,48.58850872,1,661
12372,UA0508005023,Kryshtofivka,Криштофівка,Крыштофовка,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,120,Census 2001,27.88422419,48.41494374,1,120
12380,UA7304007004,Krokva,Кроква,Кроква,сільські населені пункти (СНП),,UA7304007,Livynetska,Лівинецька,Левинецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,221,Census 2001,26.60414,48.42630861,1,221
12383,UA5106005015,Krolivka,Кролівка,Кролевка,сільські населені пункти (СНП),,UA5106005,Borodinska,Бородінська,Бородинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,89,Census 2001,29.15621896,46.41268167,1,89
12396,UA4608005019,Kropyvnyk,Кропивник,Крапивник,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,261,Census 2001,22.7336062,49.57730224,1,261
12407,UA0702013005,Kropyvshchyna,Кропивщина,Крапивщина,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,293,Census 2001,24.23037982,50.71623976,1,293
12466,UA7306011004,Krupianske,Круп'янське,Крупянское,сільські населені пункти (СНП),,UA7306011,Volokivska,Волоківська,Волоковская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,751,Census 2001,26.07147587,48.16220212,1,751
12478,UA7304019009,Krutenky,Крутеньки,Крутеньки,сільські населені пункти (СНП),,UA7304019,Khotynska,Хотинська,Хотинская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1070,Census 2001,26.54877334,48.37228427,1,1070
12606,UA0508003009,Kukavka,Кукавка,Кукавка,сільські населені пункти (СНП),,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,1286,Census 2001,27.70745577,48.60239272,1,1286
12621,UA0508007026,Kukurivka,Кукурівка,Кукуровка,сільські населені пункти (СНП),,UA0508007,Murovanokurylovetska,Мурованокуриловецька,Мурованокуриловецкая,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,107,Census 2001,27.50025753,48.58239644,1,107
12642,UA7306013005,Kulykivka,Куликівка,Куликовка,сільські населені пункти (СНП),,UA7306013,Hertsaivska,Герцаївська,Герцаевская,міська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,731,Census 2001,26.16821693,48.09401974,1,731
12903,UA5114009003,Kuchurhan,Кучурган,Кучурган,сільські населені пункти (СНП),,UA5114009,Lymanska,Лиманська,Лиманская,селищна ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,3322,Census 2001,29.987533,46.70695587,1,3322
13021,UA0702001005,Laskiv,Ласків,Ласков,сільські населені пункти (СНП),,UA0702001,Volodymyr-Volynska,Володимир-Волинська,Владимир-Волынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,681,Census 2001,24.18945472,50.78918955,1,681
13119,UA0702019009,Lezhnytsia,Лежниця,Лежница,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,443,Census 2001,24.09468944,50.72616565,1,443
